45.4842,2.61071e-07,4.29853e-08,-2.84957e+00,4.47177e-01,0,0,3.15244e-08,1.91373e-08
39.3534,2.81052e-07,3.48373e-08,-2.36709e+00,2.40825e-01,0,0,6.63362e-08,2.61941e-08
33.1246,2.83779e-07,3.24580e-08,-2.54416e+00,1.86541e-01,0,0,5.19734e-08,1.73696e-08
25.8087,2.12252e-07,4.01432e-08,-2.69949e+00,2.69579e-01,0,0,3.13555e-08,1.68286e-08
19.8908,2.44168e-07,3.11503e-08,-2.58546e+00,1.50333e-01,0,0,4.2207e-08,1.33353e-08
14.9083,2.54583e-07,3.44287e-08,-2.72874e+00,1.33593e-01,0,0,3.61433e-08,1.09604e-08
10.7703,2.87934e-07,3.67051e-08,-2.48703e+00,1.25404e-01,0,0,5.7171e-08,1.66336e-08
10.5318,2.30656e-07,3.51802e-08,-2.71519e+00,1.47300e-01,0,0,3.33541e-08,1.13587e-08
15.5938,2.14197e-07,3.42615e-08,-2.80695e+00,1.60965e-01,0,0,2.73731e-08,9.94162e-09
20.6049,2.43002e-07,2.97117e-08,-2.62440e+00,1.39641e-01,0,0,3.97953e-08,1.17164e-08
25.6456,3.31297e-07,6.08407e-08,-2.07469e+00,2.28857e-01,0,0,1.21669e-07,5.94488e-08
30.8783,3.03048e-07,3.07651e-08,-2.50748e+00,1.40400e-01,0,0,5.84503e-08,1.53508e-08
37.819,3.42485e-07,3.28181e-08,-2.51894e+00,1.68980e-01,0,0,6.49946e-08,1.76321e-08
43.7087,3.65356e-07,4.24100e-08,-2.88142e+00,2.36063e-01,0,0,4.2299e-08,1.33622e-08
51.5395,2.99023e-07,8.10647e-08,-2.48518e+00,3.94304e-01,0,0,5.95296e-08,2.28069e-08
44.0435,3.40465e-07,4.36081e-08,-3.32837e+00,3.21245e-01,0,0,2.23322e-08,9.27729e-09
39.2286,2.95478e-07,4.31764e-08,-2.15984e+00,2.57670e-01,0,0,9.50964e-08,4.18364e-08
19.2683,2.95825e-07,3.72506e-08,-2.28209e+00,1.54805e-01,0,0,7.91484e-08,2.64363e-08
12.7987,2.66658e-07,3.26828e-08,-2.46091e+00,1.22709e-01,0,0,5.49568e-08,1.53878e-08
9.5406,2.55960e-07,3.03028e-08,-2.33909e+00,1.15490e-01,0,0,6.29437e-08,1.67544e-08
12.1895,2.29199e-07,4.13933e-08,-2.67001e+00,1.75063e-01,0,0,3.52505e-08,1.44428e-08
16.0904,2.09526e-07,3.21114e-08,-2.76355e+00,1.66424e-01,0,0,2.83808e-08,1.02957e-08
22.8653,2.93146e-07,3.07966e-08,-2.48897e+00,1.21801e-01,0,0,5.80457e-08,1.47196e-08
29.7031,2.86428e-07,2.98324e-08,-2.47997e+00,1.42364e-01,0,0,5.74462e-08,1.54051e-08
36.6878,3.11517e-07,3.11991e-08,-2.76358e+00,1.52325e-01,0,0,4.21937e-08,1.09225e-08
42.67,2.83322e-07,3.70954e-08,-3.11231e+00,4.00949e-01,0,0,2.43382e-08,1.26627e-08
50.0538,4.24825e-07,9.18037e-08,-3.11592e+00,4.61504e-01,0,0,3.63272e-08,1.70986e-08
47.0592,4.28961e-07,1.21629e-07,-3.76360e+00,8.80185e-01,0,0,1.67185e-08,1.42401e-08
40.8097,2.13518e-07,3.40895e-08,-3.36402e+00,3.25483e-01,0,0,1.34062e-08,6.85185e-09
33.3968,2.52676e-07,3.01254e-08,-2.56714e+00,1.91198e-01,0,0,4.48092e-08,1.5451e-08
26.3752,2.63324e-07,3.40768e-08,-2.39260e+00,1.60302e-01,0,0,5.98846e-08,2.00331e-08
20.8185,2.11063e-07,3.03918e-08,-2.35754e+00,1.70587e-01,0,0,5.05172e-08,1.84727e-08
15.1245,1.72135e-07,2.81324e-08,-2.71225e+00,1.72227e-01,0,0,2.49912e-08,9.52013e-09
10.4977,2.52501e-07,3.24643e-08,-2.57595e+00,1.21990e-01,0,0,4.42306e-08,1.25386e-08
9.70045,2.71796e-07,3.62461e-08,-2.24720e+00,1.47319e-01,0,0,7.66143e-08,2.56655e-08
14.0165,2.13198e-07,3.39242e-08,-2.68735e+00,1.60544e-01,0,0,3.2021e-08,1.17044e-08
18.6675,1.86409e-07,2.90120e-08,-2.74918e+00,1.69563e-01,0,0,2.57433e-08,9.46172e-09
25.5844,2.10712e-07,3.09238e-08,-2.80124e+00,1.63347e-01,0,0,2.71342e-08,9.38272e-09
31.2847,2.50852e-07,3.05313e-08,-2.66456e+00,1.56316e-01,0,0,3.88703e-08,1.19465e-08
39.7526,2.44135e-07,2.84280e-08,-2.69050e+00,2.07255e-01,0,0,3.65102e-08,1.20519e-08
45.3793,3.41514e-07,4.31022e-08,-2.51226e+00,2.42124e-01,0,0,6.54252e-08,2.1277e-08
52.8252,7.08118e-07,5.20738e-07,-3.47163e+00,9.76861e-01,0,0,3.90127e-08,2.10851e-08
58.694,3.58498e-07,5.27520e-07,-2.46140e+00,1.25469e+00,0,0,7.38322e-08,3.73937e-08
