45.4619,1.66376e-07,4.10297e-08,-4.20589e+00,9.48647e-01,0,0,3.91562e-09,4.82898e-09
39.3304,2.26971e-07,3.43308e-08,-3.04502e+00,3.05804e-01,0,0,2.12444e-08,1.05778e-08
33.1298,2.03337e-07,2.73423e-08,-2.39585e+00,2.23648e-01,0,0,4.60249e-08,1.83794e-08
19.8636,9.57037e-08,2.98134e-08,-2.94580e+00,3.25153e-01,0,0,1.01837e-08,7.33076e-09
14.9001,2.17436e-07,3.49717e-08,-2.63032e+00,1.57691e-01,0,0,3.53185e-08,1.28173e-08
10.7686,1.55910e-07,2.89749e-08,-2.39555e+00,1.95474e-01,0,0,3.53052e-08,1.57614e-08
10.531,1.46372e-07,3.14293e-08,-2.53660e+00,2.06922e-01,0,0,2.70941e-08,1.32358e-08
15.6029,1.47870e-07,2.94241e-08,-2.65313e+00,1.88604e-01,0,0,2.32755e-08,1.02838e-08
20.5544,1.71318e-07,3.38019e-08,-2.50230e+00,2.13366e-01,0,0,3.32862e-08,1.59259e-08
25.6448,1.86710e-07,8.72161e-08,-2.51500e+00,5.66541e-01,0,0,3.56303e-08,4.44711e-08
30.8896,1.86070e-07,2.45150e-08,-2.26138e+00,2.00032e-01,0,0,5.13461e-08,1.89389e-08
37.7946,2.10621e-07,2.76751e-08,-2.85822e+00,2.53735e-01,0,0,2.51429e-08,1.03042e-08
43.7162,3.04383e-07,4.03963e-08,-2.63822e+00,2.51093e-01,0,0,4.89052e-08,1.66156e-08
51.5309,3.63336e-07,1.07613e-07,-3.07072e+00,6.64139e-01,0,0,3.29082e-08,2.13684e-08
44.064,2.95524e-07,4.29141e-08,-2.95198e+00,3.66198e-01,0,0,3.11939e-08,1.46092e-08
39.2116,2.33720e-07,5.61108e-08,-2.59333e+00,5.08457e-01,0,0,3.99607e-08,3.56348e-08
19.216,1.56652e-07,2.95212e-08,-2.57146e+00,2.23685e-01,0,0,2.76133e-08,1.32011e-08
12.815,1.33573e-07,4.11099e-08,-2.37651e+00,3.09419e-01,0,0,3.10966e-08,2.30424e-08
9.5395,1.58415e-07,3.85561e-08,-2.49277e+00,2.30896e-01,0,0,3.11987e-08,1.7339e-08
12.195,1.37183e-07,2.83085e-08,-2.76964e+00,2.00785e-01,0,0,1.84299e-08,8.50512e-09
16.0971,2.04275e-07,3.66766e-08,-2.24920e+00,2.03661e-01,0,0,5.74091e-08,2.66294e-08
22.8671,2.30413e-07,3.14557e-08,-2.12957e+00,1.73151e-01,0,0,7.76933e-08,2.86531e-08
29.7255,1.60370e-07,3.68830e-08,-2.36458e+00,3.36662e-01,0,0,3.79908e-08,2.62593e-08
36.6957,1.18382e-07,3.11602e-08,-3.63591e+00,3.68483e-01,0,0,5.36019e-09,3.62351e-09
50.0549,3.67608e-07,9.13406e-08,-2.98631e+00,4.37955e-01,0,0,3.71116e-08,1.53842e-08
55.8164,3.55886e-07,3.57058e-07,-2.57907e+00,1.17733e+00,0,0,6.20689e-08,4.82312e-08
47.029,2.47477e-07,8.85714e-08,-2.90086e+00,9.82411e-01,0,0,2.79279e-08,2.95568e-08
40.7944,2.31361e-07,3.37668e-08,-2.86319e+00,2.97304e-01,0,0,2.74381e-08,1.3067e-08
33.3732,1.88558e-07,3.11516e-08,-2.54995e+00,2.53928e-01,0,0,3.42542e-08,1.65008e-08
26.3932,1.27464e-07,2.78148e-08,-3.01307e+00,2.55978e-01,0,0,1.24308e-08,6.51298e-09
20.7896,1.47860e-07,3.21693e-08,-2.47971e+00,2.42203e-01,0,0,2.96664e-08,1.59626e-08
15.1387,1.18996e-07,3.83370e-08,-2.75297e+00,3.03169e-01,0,0,1.63496e-08,1.17578e-08
10.5052,1.65744e-07,2.92101e-08,-2.32772e+00,1.89981e-01,0,0,4.14459e-08,1.78917e-08
9.69979,1.60910e-07,2.72726e-08,-2.33923e+00,1.70322e-01,0,0,3.95615e-08,1.56645e-08
14.01,1.56282e-07,2.85561e-08,-2.57362e+00,1.72089e-01,0,0,2.74648e-08,1.11175e-08
18.6583,1.78279e-07,5.21788e-08,-2.47332e+00,3.05449e-01,0,0,3.60966e-08,2.58108e-08
25.5944,1.63700e-07,2.75212e-08,-2.54949e+00,1.96460e-01,0,0,2.97576e-08,1.23847e-08
31.2966,1.56380e-07,2.31797e-08,-2.66129e+00,1.99315e-01,0,0,2.43406e-08,9.174e-09
39.7215,2.19208e-07,2.86383e-08,-2.93522e+00,2.49683e-01,0,0,2.36496e-08,9.36748e-09
45.3912,3.54578e-07,4.40597e-08,-2.85360e+00,2.77299e-01,0,0,4.25878e-08,1.53572e-08
52.8424,1.50197e-07,1.51558e-07,-1.97990e+00,1.16977e+00,0,0,6.41055e-08,6.44213e-08
